Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature,Type of weld,Post weld heat treatment temperature,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Primary ferrite in microstructure / %,Ferrite with second phase / %,Acicular ferrite / %,Martensite / %,Ferrite with carbide aggregate / %,Weld ID
0.073,0.35,0.64,0.005,0.004,,,,0.0003,,,,428,38,77,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-45,100,,,48,26,26,0,0,Evans-V/Mn-1991-A3awch
0.073,0.35,0.64,0.005,0.004,,,,0.0003,,,,428,38,77,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,580,2,329,447,36.4,80.5,-54,100,,,,,,,,Evans-V/Mn-1991-A3ht
0.071,0.36,0.63,0.007,0.006,,,,0.021,,,,435,43,78,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,436,513,29.2,77,,,,,,,,,,Evans-V/Mn-1991-A210aw
0.071,0.36,0.63,0.007,0.006,,,,0.021,,,,435,43,78,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-43,100,,,45,14,41,,,Evans-V/Mn-1991-A210awch
0.071,0.36,0.63,0.007,0.006,,,,0.021,,,,435,43,78,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,398,481,30.8,76,-47,100,,,,,,,,Evans-V/Mn-1991-A210ht
0.071,0.4,0.64,0.008,0.006,,,,0.0435,,,,411,36,88,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,478,546,28.2,78,,,,,,,,,,Evans-V/Mn-1991-A435aw
0.071,0.4,0.64,0.008,0.006,,,,0.0435,,,,411,36,88,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-43,100,,,41,7,52,0,0,Evans-V/Mn-1991-A435awch
0.071,0.4,0.64,0.008,0.006,,,,0.0435,,,,411,36,88,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,446,526,,76,-30,100,,,,,,,,Evans-V/Mn-1991-A435ht
0.074,0.36,0.63,0.008,0.005,,,,0.06,,,,432,31,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,488,548,25.6,77.5,,,,,,,,,,Evans-V/Mn-1991-A600aw
0.074,0.36,0.63,0.008,0.005,,,,0.06,,,,432,31,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-42,100,,,35,6,59,0,0,Evans-V/Mn-1991-A600awch
0.074,0.36,0.63,0.008,0.005,,,,0.06,,,,432,31,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,458,547,25.6,76,-28,100,,,,,,,,Evans-V/Mn-1991-A600ht
0.072,0.36,0.64,0.008,0.006,,,,0.0815,,,,436,34,84,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,490,563,25.2,77,,,,,,,,,,Evans-V/Mn-1991-A815aw
0.072,0.36,0.64,0.008,0.006,,,,0.0815,,,,436,34,84,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-40,100,,,34,6,60,0,0,Evans-V/Mn-1991-A815awch
0.072,0.36,0.64,0.008,0.006,,,,0.0815,,,,436,34,84,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,483,576,25.2,76,-22,100,,,,,,,,Evans-V/Mn-1991-A815ht
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,443,522,31.1,77,,,,,,,,,,Evans-V/Mn-1991-B4aw
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-60,100,,,,,,,,Evans-V/Mn-1991-B4awch
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,332,461,33.3,80.3,-80,100,,,,,,,,Evans-V/Mn-1991-B4ht
0.076,0.34,1.01,0.007,0.007,,,,0.0215,,,,426,37,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,456,534,25,79.6,,,,,,,,,,Evans-V/Mn-1991-B215aw
0.076,0.34,1.01,0.007,0.007,,,,0.0215,,,,426,37,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-69,100,,,,,,,,Evans-V/Mn-1991-B215awch
0.076,0.34,1.01,0.007,0.007,,,,0.0215,,,,426,37,75,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,434,515,29.8,78.9,-67,100,,,,,,,,Evans-V/Mn-1991-B215ht
0.078,0.31,1.04,0.007,0.006,,,,0.044,,,,429,32,48,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,505,570,24.8,77.4,,,,,,,,,,Evans-V/Mn-1991-B440aw
0.078,0.31,1.04,0.007,0.006,,,,0.044,,,,429,32,48,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-63,100,,,,,,,,Evans-V/Mn-1991-B440awch
0.078,0.31,1.04,0.007,0.006,,,,0.044,,,,429,32,48,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,478,554,27.2,78,-51,100,,,,,,,,Evans-V/Mn-1991-B440ht
0.076,0.33,1.04,0.007,0.006,,,,0.061,,,,429,31,70,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,509,576,25.6,77.4,,,,,,,,,,Evans-V/Mn-1991-B610aw
0.076,0.33,1.04,0.007,0.006,,,,0.061,,,,429,31,70,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-59,100,,,,,,,,Evans-V/Mn-1991-B610awch
0.076,0.33,1.04,0.007,0.006,,,,0.061,,,,429,31,70,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,493,569,27,77,-44,100,,,,,,,,Evans-V/Mn-1991-B610ht
0.077,0.32,1.05,0.008,0.006,,,,0.085,,,,400,34,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,538,592,25.2,74,,,,,,,,,,Evans-V/Mn-1991-B850aw
0.077,0.32,1.05,0.008,0.006,,,,0.085,,,,400,34,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-60,100,,,,,,,,Evans-V/Mn-1991-B850awch
0.077,0.32,1.05,0.008,0.006,,,,0.085,,,,400,34,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,538,609,25.4,75,-40,100,,,,,,,,Evans-V/Mn-1991-B850ht
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,250,14,463,541,27.1,75.9,,,,,,,,,,Evans-V/Mn-1991-C4aw
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-68,100,,,22,17,61,0,0,Evans-V/Mn-1991-C4awch
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,580,2,372,497,31.4,76.4,-81,100,,,,,,,,Evans-V/Mn-1991-C4ht
0.072,0.33,1.22,0.008,0.006,,,,0.019,,,,447,29,85,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,486,545,29.6,78.2,,,,,,,,,,Evans-V/Mn-1991-C190aw
0.072,0.33,1.22,0.008,0.006,,,,0.019,,,,447,29,85,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-66,100,,,25,3,72,0,0,Evans-V/Mn-1991-C190awch
0.072,0.33,1.22,0.008,0.006,,,,0.019,,,,447,29,85,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,455,533,28.4,77.9,-67,100,,,,,,,,Evans-V/Mn-1991-C190ht
0.077,0.26,1.36,0.007,0.007,,,,0.0425,,,,410,29,79,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,536,590,24.4,78.1,,,,,,,,,,Evans-V/Mn-1991-C425aw
0.077,0.26,1.36,0.007,0.007,,,,0.0425,,,,410,29,79,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-70,100,,,22,5,73,0,0,Evans-V/Mn-1991-C425awch
0.077,0.26,1.36,0.007,0.007,,,,0.0425,,,,410,29,79,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,526,594,26,76,-62,100,,,,,,,,Evans-V/Mn-1991-C425ht
0.078,0.3,1.35,0.007,0.007,,,,0.0595,,,,405,30,76,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,521,589,22.6,76,,,,,,,,,,Evans-V/Mn-1991-C595aw
0.078,0.3,1.35,0.007,0.007,,,,0.0595,,,,405,30,76,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-70,100,,,19,4,77,0,0,Evans-V/Mn-1991-C595awch
0.078,0.3,1.35,0.007,0.007,,,,0.0595,,,,405,30,76,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,527,600,26,75,-60,100,,,,,,,,Evans-V/Mn-1991-C595ht
0.076,0.26,1.36,0.007,0.006,,,,0.1005,,,,407,29,83,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,599,638,20.8,74,,,,,,,,,,Evans-V/Mn-1991-C1005aw
0.076,0.26,1.36,0.007,0.006,,,,0.1005,,,,407,29,83,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-55,100,,,12,3,85,0,0,Evans-V/Mn-1991-C1005awch
0.076,0.26,1.36,0.007,0.006,,,,0.1005,,,,407,29,83,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,574,642,22.6,73,-36,100,,,,,,,,Evans-V/Mn-1991-C1005ht
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,6,,,,170,21,DC,+,1,200,MMA,250,14,500,571,28.8,77,,,,,,,,,,Evans-V/Mn-1991-D4aw
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,6,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-62,100,,,,,,,,Evans-V/Mn-1991-D4awch
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,6,,,,170,21,DC,+,1,200,MMA,580,2,414,518,29.2,78.4,-71,100,,,,,,,,Evans-V/Mn-1991-D4ht
0.077,0.26,1.73,0.007,0.008,,,,0.0235,,,,423,27,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,543,607,23.2,77,,,,,,,,,,Evans-V/Mn-1991-D235aw
0.077,0.26,1.73,0.007,0.008,,,,0.0235,,,,423,27,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-62,100,,,,,,,,Evans-V/Mn-1991-D235awch
0.077,0.26,1.73,0.007,0.008,,,,0.0235,,,,423,27,72,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,523,602,25.6,75,-59,100,,,,,,,,Evans-V/Mn-1991-D235ht
0.077,0.26,1.72,0.007,0.008,,,,0.041,,,,423,25,74,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,578,617,21.8,75,,,,,,,,,,Evans-V/Mn-1991-D410aw
0.077,0.26,1.72,0.007,0.008,,,,0.041,,,,423,25,74,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-67,100,,,,,,,,Evans-V/Mn-1991-D410awch
0.077,0.26,1.72,0.007,0.008,,,,0.041,,,,423,25,74,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,538,626,21.8,74,-55,100,,,,,,,,Evans-V/Mn-1991-D410ht
0.076,0.25,1.72,0.005,0.008,,,,0.0605,,,,405,25,86,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,589,650,21.6,75,,,,,,,,,,Evans-V/Mn-1991-D605aw
0.076,0.25,1.72,0.005,0.008,,,,0.0605,,,,405,25,86,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-64,100,,,,,,,,Evans-V/Mn-1991-D605awch
0.076,0.25,1.72,0.005,0.008,,,,0.0605,,,,405,25,86,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,521,597,24.4,74,-44,100,,,,,,,,Evans-V/Mn-1991-D605ht
0.08,0.26,1.74,0.007,0.008,,,,0.083,,,,411,25,90,<5,<5,5,,,,170,21,DC,+,1,200,MMA,250,14,639,681,19.6,71.9,,,,,,,,,,Evans-V/Mn-1991-D830aw
0.08,0.26,1.74,0.007,0.008,,,,0.083,,,,411,25,90,<5,<5,5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-61,100,,,,,,,,Evans-V/Mn-1991-D830awch
0.08,0.26,1.74,0.007,0.008,,,,0.083,,,,411,25,90,<5,<5,5,,,,170,21,DC,+,1,200,MMA,580,2,570,647,24,74,,,,,,,,,,Evans-V/Mn-1991-D830ht
0.073,0.35,0.64,0.005,0.004,,,,0.0003,,,,428,38,77,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,250,14,402,494,33.3,77.5,,,,,,,,,,Evans-Nb/Mn-1991-A<5aw
0.073,0.35,0.64,0.005,0.004,,,,0.0003,,,,428,38,77,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-45,100,,,47,27,26,0,0,Evans-Nb/Mn-1991-A<5awch
0.073,0.35,0.64,0.005,0.004,,,,0.0003,,,,428,38,77,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,580,2,329,447,36.4,80.5,-55,100,,,,,,,,Evans-Nb/Mn-1991-A<5ht
0.073,0.34,0.64,0.007,0.005,,,,0.0003,,,,431,41,80,<5,<5,120,,,,170,21,DC,+,1,200,MMA,250,14,450,532,28,76,,,,,,,,,,Evans-Nb/Mn-1991-A120aw
0.073,0.34,0.64,0.007,0.005,,,,0.0003,,,,431,41,80,<5,<5,120,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-33,100,,,27,60,13,0,0,Evans-Nb/Mn-1991-A120awch
0.073,0.34,0.64,0.007,0.005,,,,0.0003,,,,431,41,80,<5,<5,120,,,,170,21,DC,+,1,200,MMA,580,2,415,497,24.6,78.7,-38,100,,,,,,,,Evans-Nb/Mn-1991-A120ht
0.075,0.33,0.62,0.007,0.005,,,,0.0003,,,,429,42,85,<5,<5,220,,,,170,21,DC,+,1,200,MMA,250,14,474,553,26.8,80.7,,,,,,,,,,Evans-Nb/Mn-1991-A220aw
0.075,0.33,0.62,0.007,0.005,,,,0.0003,,,,429,42,85,<5,<5,220,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-22,100,,,26,61,13,0,0,Evans-Nb/Mn-1991-A220awch
0.075,0.33,0.62,0.007,0.005,,,,0.0003,,,,429,42,85,<5,<5,220,,,,170,21,DC,+,1,200,MMA,580,2,451,539,24.4,78,-27,100,,,,,,,,Evans-Nb/Mn-1991-A220ht
0.07,0.33,0.64,0.007,0.004,,,,0.0007,,,,413,42,85,<5,<5,450,,,,170,21,DC,+,1,200,MMA,250,14,522,580,25,76,,,,,,,,,,Evans-Nb/Mn-1991-A450aw
0.07,0.33,0.64,0.007,0.004,,,,0.0007,,,,413,42,85,<5,<5,450,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-7,100,,,19,67,14,0,0,Evans-Nb/Mn-1991-A450awch
0.07,0.33,0.64,0.007,0.004,,,,0.0007,,,,413,42,85,<5,<5,450,,,,170,21,DC,+,1,200,MMA,580,2,484,576,23,74.9,-4,100,,,,,,,,Evans-Nb/Mn-1991-A450ht
0.074,0.33,0.64,0.008,0.006,,,,0.0003,,,,460,39,110,<5,<5,880,,,,170,21,DC,+,1,200,MMA,250,14,549,614,24,70.8,,,,,,,,,,Evans-Nb/Mn-1991-A880aw
0.074,0.33,0.64,0.008,0.006,,,,0.0003,,,,460,39,110,<5,<5,880,,,,170,21,DC,+,1,200,MMA,0,0,,,,,13,100,,,24,61,15,0,0,Evans-Nb/Mn-1991-A880awch
0.074,0.33,0.64,0.008,0.006,,,,0.0003,,,,460,39,110,<5,<5,880,,,,170,21,DC,+,1,200,MMA,580,2,544,621,22.6,71.9,18,100,,,,,,,,Evans-Nb/Mn-1991-A880ht
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,250,14,443,522,31.1,77,,,,,,,,,,Evans-Nb/Mn-1991-B<5aw
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-60,100,,,,,,,,Evans-Nb/Mn-1991-B<5awch
0.077,0.35,1.02,0.007,0.005,,,,0.0004,,,,399,41,75,<5,<5,<5,,,,170,21,DC,+,1,200,MMA,580,2,332,461,33.3,80.3,-80,100,,,,,,,,Evans-Nb/Mn-1991-B<5ht
0.078,0.35,1.02,0.007,0.005,,,,0.0004,,,,368,36,83,<5,<5,120,,,,170,21,DC,+,1,200,MMA,250,14,480,557,25.4,75,,,,,,,,,,Evans-Nb/Mn-1991-B120aw
0.078,0.35,1.02,0.007,0.005,,,,0.0004,,,,368,36,83,<5,<5,120,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-42,100,,,,,,,,Evans-Nb/Mn-1991-B120awch
0.078,0.35,1.02,0.007,0.005,,,,0.0004,,,,368,36,83,<5,<5,120,,,,170,21,DC,+,1,200,MMA,580,2,447,540,30.4,77,-55,100,,,,,,,,Evans-Nb/Mn-1991-B120ht
0.074,0.34,1,0.007,0.006,,,,0.0005,,,,424,37,86,<5,<5,255,,,,170,21,DC,+,1,200,MMA,250,14,513,594,28,76,,,,,,,,,,Evans-Nb/Mn-1991-B255aw
0.074,0.34,1,0.007,0.006,,,,0.0005,,,,424,37,86,<5,<5,255,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-38,100,,,,,,,,Evans-Nb/Mn-1991-B255awch
0.074,0.34,1,0.007,0.006,,,,0.0005,,,,424,37,86,<5,<5,255,,,,170,21,DC,+,1,200,MMA,580,2,492,575,25.2,76,-41,100,,,,,,,,Evans-Nb/Mn-1991-B255ht
0.074,0.33,0.99,0.008,0.006,,,,0.0004,,,,393,37,88,<5,<5,465,,,,170,21,DC,+,1,200,MMA,250,14,553,618,22.8,74,,,,,,,,,,Evans-Nb/Mn-1991-B465aw
0.074,0.33,0.99,0.008,0.006,,,,0.0004,,,,393,37,88,<5,<5,465,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-11,100,,,,,,,,Evans-Nb/Mn-1991-B465awch
0.074,0.33,0.99,0.008,0.006,,,,0.0004,,,,393,37,88,<5,<5,465,,,,170,21,DC,+,1,200,MMA,580,2,540,616,22.4,75,-20,100,,,,,,,,Evans-Nb/Mn-1991-B465ht
0.075,0.34,1.02,0.007,0.006,,,,0.0005,,,,417,37,79,<5,<5,985,,,,170,21,DC,+,1,200,MMA,250,14,615,655,20.2,72.9,,,,,,,,,,Evans-Nb/Mn-1991-B985aw
0.075,0.34,1.02,0.007,0.006,,,,0.0005,,,,417,37,79,<5,<5,985,,,,170,21,DC,+,1,200,MMA,0,0,,,,,14,100,,,,,,,,Evans-Nb/Mn-1991-B985awch
0.075,0.34,1.02,0.007,0.006,,,,0.0005,,,,417,37,79,<5,<5,985,,,,170,21,DC,+,1,200,MMA,580,2,603,676,19.8,70.8,8,100,,,,,,,,Evans-Nb/Mn-1991-B985ht
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,250,14,463,541,27.1,75.9,,,,,,,,,,Evans-Nb/Mn-1991-C<6aw
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-67,100,,,23,7,70,0,0,Evans-Nb/Mn-1991-C<6awch
0.077,0.31,1.33,0.007,0.005,,,,0.0004,,,,419,38,80,<5,<5,6,,,,170,21,DC,+,1,200,MMA,580,2,372,497,31.4,76.4,-81,100,,,,,,,,Evans-Nb/Mn-1991-C<6ht
0.079,0.33,1.37,0.007,0.006,,,,0.0004,,,,417,34,97,<5,<5,105,,,,170,21,DC,+,1,200,MMA,250,14,505,586,25.8,77.9,,,,,,,,,,Evans-Nb/Mn-1991-C105aw
0.079,0.33,1.37,0.007,0.006,,,,0.0004,,,,417,34,97,<5,<5,105,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-55,100,,,24,15,61,0,0,Evans-Nb/Mn-1991-C105awch
0.079,0.33,1.37,0.007,0.006,,,,0.0004,,,,417,34,97,<5,<5,105,,,,170,21,DC,+,1,200,MMA,580,2,500,578,24.8,76,-61,100,,,,,,,,Evans-Nb/Mn-1991-C105ht
0.076,0.3,1.36,0.008,0.006,,,,0.0004,,,,370,33,84,<5,<5,235,,,,170,21,DC,+,1,200,MMA,250,14,540,597,26.4,76,,,,,,,,,,Evans-Nb/Mn-1991-C235aw
0.076,0.3,1.36,0.008,0.006,,,,0.0004,,,,370,33,84,<5,<5,235,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-45,100,,,26,14,60,0,0,Evans-Nb/Mn-1991-C235awch
0.076,0.3,1.36,0.008,0.006,,,,0.0004,,,,370,33,84,<5,<5,235,,,,170,21,DC,+,1,200,MMA,580,2,539,607,25,76,-41,100,,,,,,,,Evans-Nb/Mn-1991-C235ht
0.077,0.34,1.39,0.007,0.007,,,,0.0004,,,,409,32,99,<5,<5,455,,,,170,21,DC,+,1,200,MMA,250,14,586,641,24.2,76,,,,,,,,,,Evans-Nb/Mn-1991-C455aw
0.077,0.34,1.39,0.007,0.007,,,,0.0004,,,,409,32,99,<5,<5,455,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-23,100,,,19,18,63,0,0,Evans-Nb/Mn-1991-C455awch
0.077,0.34,1.39,0.007,0.007,,,,0.0004,,,,409,32,99,<5,<5,455,,,,170,21,DC,+,1,200,MMA,580,2,583,651,22.6,71.9,-27,100,,,,,,,,Evans-Nb/Mn-1991-C455ht
0.076,0.3,1.36,0.006,0.007,,,,0.0005,,,,432,33,91,<5,<5,940,,,,170,21,DC,+,1,200,MMA,250,14,610,685,20.6,71.9,,,,,,,,,,Evans-Nb/Mn-1991-C940aw
0.076,0.3,1.36,0.006,0.007,,,,0.0005,,,,432,33,91,<5,<5,940,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-1,100,,,19,31,50,0,0,Evans-Nb/Mn-1991-C940awch
0.076,0.3,1.36,0.006,0.007,,,,0.0005,,,,432,33,91,<5,<5,940,,,,170,21,DC,+,1,200,MMA,580,2,614,686,19,70.8,7,100,,,,,,,,Evans-Nb/Mn-1991-C940ht
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,<6,,,,170,21,DC,+,1,200,MMA,250,14,500,571,28.8,77,,,,,,,,,,Evans-Nb/Mn-1991-D<5aw
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,<6,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-62,100,,,,,,,,Evans-Nb/Mn-1991-D<5awch
0.076,0.29,1.74,0.008,0.006,,,,0.0004,,,,415,35,92,<5,<5,<6,,,,170,21,DC,+,1,200,MMA,580,2,414,518,29.2,78.4,-71,100,,,,,,,,Evans-Nb/Mn-1991-D<5ht
0.077,0.32,1.77,0.007,0.006,,,,0.0004,,,,418,31,89,<5,<5,125,,,,170,21,DC,+,1,200,MMA,250,14,540,614,22,75.9,,,,,,,,,,Evans-Nb/Mn-1991-D125aw
0.077,0.32,1.77,0.007,0.006,,,,0.0004,,,,418,31,89,<5,<5,125,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-54,100,,,,,,,,Evans-Nb/Mn-1991-D125awch
0.077,0.32,1.77,0.007,0.006,,,,0.0004,,,,418,31,89,<5,<5,125,,,,170,21,DC,+,1,200,MMA,580,2,524,605,24.4,74,-61,100,,,,,,,,Evans-Nb/Mn-1991-D125ht
0.078,0.3,1.76,0.007,0.007,,,,0.0004,,,,433,32,110,<5,<5,230,,,,170,21,DC,+,1,200,MMA,250,14,575,635,22.6,74,,,,,,,,,,Evans-Nb/Mn-1991-D230aw
0.078,0.3,1.76,0.007,0.007,,,,0.0004,,,,433,32,110,<5,<5,230,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-42,100,,,,,,,,Evans-Nb/Mn-1991-D230awch
0.078,0.3,1.76,0.007,0.007,,,,0.0004,,,,433,32,110,<5,<5,230,,,,170,21,DC,+,1,200,MMA,580,2,553,627,22,76.8,-31,100,,,,,,,,Evans-Nb/Mn-1991-D230ht
0.077,0.29,1.77,0.008,0.009,,,,0.0004,,,,432,31,97,<5,<5,450,,,,170,21,DC,+,1,200,MMA,250,14,606,660,22,74,,,,,,,,,,Evans-Nb/Mn-1991-D450aw
0.077,0.29,1.77,0.008,0.009,,,,0.0004,,,,432,31,97,<5,<5,450,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-26,100,,,,,,,,Evans-Nb/Mn-1991-D450awch
0.077,0.29,1.77,0.008,0.009,,,,0.0004,,,,432,31,97,<5,<5,450,,,,170,21,DC,+,1,200,MMA,580,2,577,661,21.6,71.9,-15,100,,,,,,,,Evans-Nb/Mn-1991-D450ht
0.079,0.29,1.79,0.006,0.007,,,,0.0004,,,,406,33,105,<5,<5,895,,,,170,21,DC,+,1,200,MMA,250,14,654,708,19.2,70.8,,,,,,,,,,Evans-Nb/Mn-1991-D895aw
0.079,0.29,1.79,0.006,0.007,,,,0.0004,,,,406,33,105,<5,<5,895,,,,170,21,DC,+,1,200,MMA,0,0,,,,,-6,100,,,,,,,,Evans-Nb/Mn-1991-D895awch
0.079,0.29,1.79,0.006,0.007,,,,0.0004,,,,406,33,105,<5,<5,895,,,,170,21,DC,+,1,200,MMA,580,2,638,716,17.2,68.6,4,100,,,,,,,,Evans-Nb/Mn-1991-D895ht
0.062,0.22,1.17,0.007,0.006,,,,,,,,330,,120,,,,,,,180,34,AC,0,2,200,MMA,250,14,427,512,31.4,81.5,,,,,,,,,,Evans-FelowH-1991-UF.05a
0.06,0.26,1.2,0.008,0.007,,,,,,,,320,,150,,,,,,,180,34,AC,0,2,200,MMA,250,14,440,523,33,81.5,,,,,,,,,,Evans-FelowH-1991-UF.15a
0.06,0.25,1.19,0.008,0.007,,,,,,,,353,,110,,,,,,,180,34,AC,0,2,200,MMA,250,14,443,508,30.4,82.4,,,,,,,,,,Evans-FelowH-1991-UF.25a
0.062,0.31,1.24,0.008,0.008,,,,,,,,366,,110,,,,,,,180,34,AC,0,2,200,MMA,250,14,468,531,29.6,81.5,,,,,,,,,,Evans-FelowH-1991-UF.35a
0.055,0.33,1.39,0.007,0.007,,,,,,,,323,,70,,,,,,,180,34,DC,+,1,200,MMA,250,14,435,510,35.6,81.5,,,,,,,,,,Evans-FelowH-1991-UF.05b
0.049,0.34,1.39,0.006,0.007,,,,,,,,339,,65,,,,,,,180,34,DC,+,1,200,MMA,250,14,430,505,31.2,82.3,,,,,,,,,,Evans-FelowH-1991-UF.15b
